GeneID	InterPro
FUN_003181	IPR000519 P-type trefoil domain;IPR006046 Alpha amylase;IPR006047 Glycosyl hydrolase, family 13, catalytic domain;IPR013780 Glycosyl hydrolase, all-beta;IPR017853 Glycoside hydrolase superfamily;IPR031319 Alpha-amylase, C-terminal domain
FUN_003182	IPR004709 Na+/H+ exchanger;IPR006153 Cation/H+ exchanger
FUN_003183	IPR001394 Peptidase C19, ubiquitin carboxyl-terminal hydrolase;IPR006615 Peptidase C19, ubiquitin-specific peptidase, DUSP domain;IPR018200 Ubiquitin specific protease, conserved site;IPR028889 Ubiquitin specific protease domain;IPR035927 DUSP-like superfamily;IPR038765 Papain-like cysteine peptidase superfamily
FUN_003184	IPR009543 Vacuolar protein sorting-associated protein 13, VPS13 adaptor binding domain;IPR026854 Vacuolar protein sorting-associated protein 13-like, N-terminal domain;IPR031645 Vacuolar protein sorting-associated protein 13, DH-like domain;IPR031646 Vacuolar protein sorting-associated protein 13, extended chorein
FUN_003185	IPR008979 Galactose-binding-like domain superfamily;IPR013783 Immunoglobulin-like fold;IPR017853 Glycoside hydrolase superfamily;IPR036156 Beta-Galactosidase/glucuronidase domain superfamily;IPR041447 Mannosidase Ig/CBM-like domain;IPR041625 Beta-mannosidase, Ig-fold domain
FUN_003186	IPR001471 AP2/ERF domain;IPR016177 DNA-binding domain superfamily;IPR036955 AP2/ERF domain superfamily
FUN_003187	IPR006700 Ribosomal RNA small subunit methyltransferase E;IPR015947 PUA-like superfamily;IPR029026 tRNA (guanine-N1-)-methyltransferase, N-terminal;IPR029028 Alpha/beta knot methyltransferases
FUN_003188	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR019734 Tetratricopeptide repeat
FUN_003189	IPR007941 Protein of unknown function DUF726;IPR029058 Alpha/Beta hydrolase fold
FUN_003190	IPR010033 HAD-superfamily phosphatase, subfamily IIIC;IPR010036 Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type;IPR023214 HAD superfamily;IPR036412 HAD-like superfamily
FUN_003191	IPR001841 Zinc finger, RING-type;IPR002110 Ankyrin repeat;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR017907 Zinc finger, RING-type, conserved site;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
FUN_003192	IPR007138 Antibiotic biosynthesis monooxygenase domain;IPR011008 Dimeric alpha-beta barrel
FUN_003193	IPR000756 Diacylglycerol kinase, accessory domain;IPR001206 Diacylglycerol kinase, catalytic domain;IPR016064 NAD kinase/diacylglycerol kinase-like domain superfamily;IPR017438 Inorganic polyphosphate/ATP-NAD kinase, N-terminal
FUN_003194	IPR001810 F-box domain;IPR036047 F-box-like domain superfamily
FUN_003195	IPR004165 Coenzyme A transferase family I;IPR014388 3-oxoacid CoA-transferase;IPR037171 NagB/RpiA transferase-like
FUN_003196	IPR012340 Nucleic acid-binding, OB-fold
FUN_003197	
FUN_003198	IPR004838 Aminotransferases, class-I, pyridoxal-phosphate-binding site;IPR004839 Aminotransferase, class I/classII;IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015422 Pyridoxal phosphate-dependent transferase, small domain;IPR015424 Pyridoxal phosphate-dependent transferase;IPR018960 Domain of unknown function DUF1990
FUN_003199	IPR018960 Domain of unknown function DUF1990
FUN_003200	
FUN_003201	IPR018611 E3 UFM1-protein ligase 1
FUN_003202	IPR001155 NADH:flavin oxidoreductase/NADH oxidase, N-terminal;IPR013785 Aldolase-type TIM barrel
FUN_003203	IPR000595 Cyclic nucleotide-binding domain;IPR006153 Cation/H+ exchanger;IPR018490 Cyclic nucleotide-binding domain superfamily
FUN_003204	IPR007454 Uncharacterised protein family UPF0250, YbeD-like;IPR027471 YbeD-like domain superfamily
FUN_003205	IPR002933 Peptidase M20;IPR011650 Peptidase M20, dimerisation domain
FUN_003206	IPR004808 AP endonuclease 1;IPR005135 Endonuclease/exonuclease/phosphatase;IPR020847 AP endonuclease 1, binding site;IPR036691 Endonuclease/exonuclease/phosphatase superfamily
FUN_003207	IPR000196 Ribosomal protein L19/L19e;IPR015972 Ribosomal protein L19/L19e, domain 1;IPR023638 Ribosomal protein L19/L19e conserved site;IPR033935 Ribosomal protein L19, eukaryotic;IPR035970 Ribosomal protein L19/L19e superfamily
FUN_003208	IPR000642 Peptidase M41;IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR037219 Peptidase M41-like;IPR041569 AAA ATPase, AAA+ lid domain
FUN_003209	IPR016087 Chalcone isomerase;IPR016088 Chalcone isomerase, 3-layer sandwich;IPR016089 Chalcone isomerase, orthogonal bundle domain superfamily;IPR036298 Chalcone isomerase superfamily
FUN_003210	
FUN_003211	IPR011032 GroES-like superfamily;IPR013149 Alcohol dehydrogenase-like, C-terminal;IPR013154 Alcohol dehydrogenase-like, N-terminal;IPR020843 Polyketide synthase, enoylreductase domain;IPR036291 NAD(P)-binding domain superfamily
FUN_003212	IPR015879 Aromatic-ring-hydroxylating dioxygenase, alpha subunit, C-terminal domain;IPR017941 Rieske [2Fe-2S] iron-sulphur domain;IPR036922 Rieske [2Fe-2S] iron-sulphur domain superfamily
FUN_003213	IPR002347 Short-chain dehydrogenase/reductase SDR;IPR020904 Short-chain dehydrogenase/reductase, conserved site;IPR036291 NAD(P)-binding domain superfamily
FUN_003214	IPR000878 Tetrapyrrole methylase;IPR004551 Diphthine synthase;IPR014776 Tetrapyrrole methylase, subdomain 2;IPR014777 Tetrapyrrole methylase, subdomain 1;IPR035996 Tetrapyrrole methylase superfamily
FUN_003215	IPR005479 Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain;IPR005480 Carbamoyl-phosphate synthetase, large subunit oligomerisation domain;IPR005483 Carbamoyl-phosphate synthase large subunit, CPSase domain;IPR011607 Methylglyoxal synthase-like domain;IPR011761 ATP-grasp fold;IPR016185 Pre-ATP-grasp domain superfamily;IPR033937 Carbamoyl-phosphate synthase large chain, methylglyoxal synthase-like domain;IPR036897 Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily;IPR036914 Methylglyoxal synthase-like domain superfamily
FUN_003216	IPR005479 Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain;IPR005480 Carbamoyl-phosphate synthetase, large subunit oligomerisation domain;IPR005483 Carbamoyl-phosphate synthase large subunit, CPSase domain;IPR011761 ATP-grasp fold;IPR016185 Pre-ATP-grasp domain superfamily;IPR036897 Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily
FUN_003217	IPR001014 Ribosomal protein L23/L25, conserved site;IPR005633 Ribosomal protein L23/L25, N-terminal;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR012678 Ribosomal protein L23/L15e core domain superfamily;IPR013025 Ribosomal protein L25/L23;IPR019985 Ribosomal protein L23
FUN_003218	IPR001266 Ribosomal protein S19e;IPR036390 Winged helix DNA-binding domain superfamily;IPR038111 None
FUN_003219	IPR039505 Dynein regulatory complex protein 1/2, N-terminal
FUN_003220	
FUN_003221	IPR000541 Cytoplasmic tRNA 2-thiolation protein 1;IPR011063 tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR020554 Uncharacterised protein family UPF0021, conserved site;IPR032442 Cytoplasmic tRNA 2-thiolation protein 1, C-terminal;IPR035107 tRNA thiolation protein, TtcA/Ctu1 type
FUN_003222	IPR009829 Spindle and kinetochore-associated protein 1;IPR042031 SKA1 microtubule binding domain
FUN_003223	IPR004401 Nucleoid-associated protein YbaB/EbfC family;IPR036894 Nucleoid-associated protein YbaB-like domain superfamily
FUN_003224	IPR000705 Galactokinase;IPR006203 GHMP kinase, ATP-binding, conserved site;IPR006204 GHMP kinase N-terminal domain;IPR006206 Mevalonate/galactokinase;IPR013750 GHMP kinase, C-terminal domain;IPR014721 Ribosomal protein S5 domain 2-type fold, subgroup;IPR019539 Galactokinase, N-terminal domain;IPR019741 Galactokinase, conserved site;IPR020568 Ribosomal protein S5 domain 2-type fold;IPR036554 GHMP kinase, C-terminal domain superfamily
FUN_003225	IPR001884 Translation elongation factor IF5A-like;IPR008991 Translation protein SH3-like domain superfamily;IPR012340 Nucleic acid-binding, OB-fold;IPR014722 Ribosomal protein L2, domain 2;IPR019769 Translation elongation factor, IF5A, hypusine site;IPR020189 Translation elongation factor, IF5A C-terminal
FUN_003226	IPR008880 Trigger factor, C-terminal;IPR008881 Trigger factor, ribosome-binding, bacterial;IPR027304 Trigger factor/SurA domain superfamily;IPR036611 Trigger factor ribosome-binding domain superfamily;IPR037041 Trigger factor, C-terminal domain superfamily
FUN_003227	IPR002347 Short-chain dehydrogenase/reductase SDR;IPR020904 Short-chain dehydrogenase/reductase, conserved site;IPR036291 NAD(P)-binding domain superfamily
FUN_003228	IPR019314 BLOC-1-related complex subunit 6
FUN_003229	IPR001765 Carbonic anhydrase;IPR036874 Carbonic anhydrase superfamily
FUN_003230	
FUN_003231	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_003232	IPR015915 Kelch-type beta propeller
FUN_003233	IPR003450 Replication origin-binding protein
FUN_003234	
FUN_003235	IPR018306 Bacteriophage T5, Orf172 DNA-binding
FUN_003236	IPR014818 Bacteriophage/plasmid primase, P4, C-terminal;IPR014819 Primase, C-terminal 2
FUN_003237	IPR001757 P-type ATPase;IPR006121 Heavy metal-associated domain, HMA;IPR006122 Heavy metal-associated domain, copper ion-binding;IPR008250 P-type ATPase, A domain superfamily;IPR017969 Heavy-metal-associated, conserved site;IPR018303 P-type ATPase, phosphorylation site;IPR023214 HAD superfamily;IPR023298 P-type ATPase, transmembrane domain superfamily;IPR023299 P-type ATPase, cytoplasmic domain N;IPR027256 P-type ATPase, subfamily IB;IPR036163 Heavy metal-associated domain superfamily;IPR036412 HAD-like superfamily
FUN_003238	
FUN_003239	IPR005183 Domain of unknown function DUF305, CopM-like;IPR012347 Ferritin-like
FUN_003240	IPR036514 SGNH hydrolase superfamily
FUN_003241	IPR001962 Asparagine synthase;IPR006426 Asparagine synthase, glutamine-hydrolyzing;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR017932 Glutamine amidotransferase type 2 domain;IPR029055 Nucleophile aminohydrolases, N-terminal
FUN_003242	IPR014015 Helicase, superfamily 3, DNA virus;IPR014818 Bacteriophage/plasmid primase, P4, C-terminal;IPR014819 Primase, C-terminal 2
FUN_003243	
FUN_003244	IPR001757 P-type ATPase;IPR004014 Cation-transporting P-type ATPase, N-terminal;IPR006068 Cation-transporting P-type ATPase, C-terminal;IPR006415 P-type ATPase, subfamily IIIB;IPR008250 P-type ATPase, A domain superfamily;IPR018303 P-type ATPase, phosphorylation site;IPR023214 HAD superfamily;IPR023298 P-type ATPase, transmembrane domain superfamily;IPR023299 P-type ATPase, cytoplasmic domain N;IPR036412 HAD-like superfamily
FUN_003245	IPR002524 Cation efflux protein;IPR027469 Cation efflux transmembrane domain superfamily
FUN_003246	
FUN_003247	IPR001757 P-type ATPase;IPR006121 Heavy metal-associated domain, HMA;IPR008250 P-type ATPase, A domain superfamily;IPR018303 P-type ATPase, phosphorylation site;IPR023214 HAD superfamily;IPR023298 P-type ATPase, transmembrane domain superfamily;IPR023299 P-type ATPase, cytoplasmic domain N;IPR027256 P-type ATPase, subfamily IB;IPR036163 Heavy metal-associated domain superfamily;IPR036412 HAD-like superfamily
FUN_003248	IPR012337 Ribonuclease H-like superfamily
FUN_003249	IPR001046 NRAMP family
FUN_003250	IPR013087 Zinc finger C2H2-type;IPR022755 Zinc finger, double-stranded RNA binding;IPR036236 Zinc finger C2H2 superfamily
FUN_003251	
FUN_003252	
FUN_003253	IPR003347 JmjC domain
FUN_003254	IPR002048 EF-hand domain;IPR006685 Mechanosensitive ion channel MscS;IPR010920 LSM domain superfamily;IPR023408 Mechanosensitive ion channel MscS, beta-domain superfamily
FUN_003255	IPR001650 Helicase, C-terminal;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003256	IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR017907 Zinc finger, RING-type, conserved site
FUN_003257	
FUN_003258	
FUN_003259	
FUN_003260	
FUN_003261	
FUN_003262	
FUN_003263	
FUN_003264	IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily
FUN_003265	
FUN_003266	
FUN_003267	
FUN_003268	
FUN_003269	
FUN_003270	
FUN_003271	IPR007213 Methyltransferase Ppm1/Ppm2/Tcmp;IPR011610 S-adenosyl-L-methionine-dependent methyltransferase, putative;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_003272	
FUN_003273	
FUN_003274	IPR000432 DNA mismatch repair protein MutS, C-terminal;IPR002711 HNH endonuclease;IPR003615 HNH nuclease;IPR007695 DNA mismatch repair protein MutS-like, N-terminal;IPR007696 DNA mismatch repair protein MutS, core;IPR016151 DNA mismatch repair protein MutS, N-terminal;IPR017261 DNA mismatch repair protein MutS/MSH;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036187 DNA mismatch repair protein MutS, core domain superfamily;IPR036678 MutS, connector domain superfamily
FUN_003275	
FUN_003276	
FUN_003277	
FUN_003278	IPR008217 Ccc1 family
FUN_003279	IPR001907 ATP-dependent Clp protease proteolytic subunit;IPR023562 Clp protease proteolytic subunit /Translocation-enhancing protein TepA;IPR029045 ClpP/crotonase-like domain superfamily
FUN_003280	
FUN_003281	
FUN_003282	
FUN_003283	
FUN_003284	IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR027785 UvrD-like helicase C-terminal domain
FUN_003285	
FUN_003286	IPR002081 Cryptochrome/DNA photolyase class 1;IPR005101 Cryptochrome/DNA photolyase, FAD-binding domain;IPR006050 DNA photolyase, N-terminal;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR036134 Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily;IPR036155 Cryptochrome/photolyase, N-terminal domain superfamily
FUN_003287	
FUN_003288	IPR011735 WlaTC/HtrL glycosyltransferase
FUN_003289	
FUN_003290	IPR036915 Cyclin-like superfamily
FUN_003291	IPR001267 Thymidine kinase;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003292	IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003293	
FUN_003294	IPR036770 Ankyrin repeat-containing domain superfamily
FUN_003295	
FUN_003296	
FUN_003297	IPR008979 Galactose-binding-like domain superfamily
FUN_003298	IPR008979 Galactose-binding-like domain superfamily
FUN_003299	
FUN_003300	
FUN_003301	IPR001471 AP2/ERF domain;IPR003615 HNH nuclease;IPR016177 DNA-binding domain superfamily;IPR036955 AP2/ERF domain superfamily
FUN_003302	
FUN_003303	IPR007641 RNA polymerase Rpb2, domain 7
FUN_003304	IPR001471 AP2/ERF domain;IPR016177 DNA-binding domain superfamily;IPR036955 AP2/ERF domain superfamily
FUN_003305	IPR007120 DNA-directed RNA polymerase, subunit 2, hybrid-binding domain;IPR014724 RNA polymerase Rpb2, OB-fold;IPR037033 DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily
FUN_003306	IPR007120 DNA-directed RNA polymerase, subunit 2, hybrid-binding domain;IPR007642 RNA polymerase Rpb2, domain 2;IPR007645 RNA polymerase Rpb2, domain 3;IPR007646 RNA polymerase Rpb2, domain 4;IPR007647 RNA polymerase Rpb2, domain 5;IPR014724 RNA polymerase Rpb2, OB-fold;IPR037033 DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily;IPR037034 RNA polymerase Rpb2, domain 2 superfamily
FUN_003307	
FUN_003308	IPR007644 RNA polymerase, beta subunit, protrusion
FUN_003309	
FUN_003310	IPR003669 Thymidylate synthase ThyX;IPR036098 Thymidylate synthase ThyX superfamily
FUN_003311	IPR000641 CbxX/CfxQ;IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003312	IPR019012 RNA cap guanine-N2 methyltransferase;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_003313	
FUN_003314	
FUN_003315	IPR007710 Nucleoside 2-deoxyribosyltransferase
FUN_003316	IPR007710 Nucleoside 2-deoxyribosyltransferase
FUN_003317	
FUN_003318	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_003319	
FUN_003320	
FUN_003321	IPR001675 Glycosyl transferase family 29;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR029489 O-GlcNAc transferase, C-terminal;IPR038578 GT29-like superfamiliy
FUN_003322	
FUN_003323	IPR003140 Phospholipase/carboxylesterase/thioesterase;IPR029058 Alpha/Beta hydrolase fold
FUN_003324	
FUN_003325	
FUN_003326	IPR018392 LysM domain
FUN_003327	
FUN_003328	
FUN_003329	
FUN_003330	IPR003604 Matrin/U1-C-like, C2H2-type zinc finger;IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily
FUN_003331	
FUN_003332	
FUN_003333	IPR003958 Transcription factor CBF/NF-Y/archaeal histone domain;IPR009072 Histone-fold
FUN_003334	
FUN_003335	
FUN_003336	
FUN_003337	
FUN_003338	IPR001650 Helicase, C-terminal;IPR007502 Helicase-associated domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003339	IPR000305 GIY-YIG endonuclease;IPR022764 Peptidase S54, rhomboid domain;IPR035901 GIY-YIG endonuclease superfamily;IPR035952 Rhomboid-like superfamily
FUN_003340	IPR002008 DNA polymerase family X, beta-like;IPR002054 DNA-directed DNA polymerase X;IPR003583 Helix-hairpin-helix DNA-binding motif, class 1;IPR010996 DNA polymerase beta-like, N-terminal domain;IPR019843 DNA polymerase family X, binding site;IPR022312 DNA polymerase family X;IPR027421 DNA polymerase lambda lyase domain superfamily;IPR028207 DNA polymerase beta, palm domain;IPR029398 DNA polymerase beta, thumb domain;IPR037160 DNA polymerase, thumb domain superfamily
FUN_003341	IPR000783 RNA polymerase, subunit H/Rpb5 C-terminal;IPR014381 DNA-directed RNA polymerase subunit Rpo5/Rpb5;IPR035913 RPB5-like RNA polymerase subunit superfamily
FUN_003342	IPR006500 DNA primase, phage/plasmid;IPR014015 Helicase, superfamily 3, DNA virus;IPR014818 Bacteriophage/plasmid primase, P4, C-terminal;IPR014819 Primase, C-terminal 2;IPR027417 P-loop containing nucleoside triphosphate hydrolase
